,NG1 Comdty Position,HO1 Comdty Position,QS1 Comdty Position,GC1 Comdty Position,SI1 Comdty Position,HG1 Comdty Position,LMCADS03 Comdty Position,LMAHDS03 Comdty Position,LMZSDS03 Comdty Position,LMSNDS03 Comdty Position,C 1 Comdty Position,W 1 Comdty Position,O 1 Comdty Position,S 1 Comdty Position,SM1 Comdty Position
285,-1,0,1,0,0,1,1,1,-1,1,0,-1,-1,0,0
286,-1,0,1,0,0,1,1,1,-1,1,0,-1,-1,0,0
287,-1,0,1,0,0,1,1,1,-1,1,0,-1,-1,0,0
288,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
289,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
290,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
291,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
292,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
293,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
294,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
295,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
296,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
297,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
298,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
299,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
300,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
301,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
302,-1,1,1,0,0,1,1,1,-1,0,0,-1,-1,0,0
303,-1,1,1,0,0,1,1,1,0,0,-1,-1,-1,0,0
304,-1,1,1,0,0,1,1,1,0,0,-1,-1,-1,0,0
305,0,1,1,0,0,1,1,1,-1,0,-1,-1,-1,0,0
306,0,1,1,0,0,1,1,1,-1,0,-1,-1,-1,0,0
307,0,1,1,0,0,1,1,1,-1,0,-1,-1,-1,0,0
308,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
309,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
310,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
311,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
312,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
313,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
314,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
315,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
316,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
317,1,1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,0
318,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
319,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
320,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
321,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
322,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
323,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
324,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
325,1,1,1,0,-1,1,0,1,0,0,-1,-1,-1,0,0
326,1,1,1,0,-1,1,1,0,0,0,-1,-1,-1,0,0
327,1,1,1,0,-1,1,1,0,0,0,-1,-1,-1,0,0
328,1,1,1,0,-1,1,1,0,0,0,-1,-1,-1,0,0
329,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
330,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
331,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
332,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
333,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
334,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
335,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
336,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
337,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
338,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
339,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
340,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
341,1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,0,0
342,1,1,1,1,0,0,1,0,-1,0,-1,-1,-1,0,0
343,1,1,1,1,0,0,1,0,-1,0,-1,-1,-1,0,0
344,1,1,1,1,0,0,1,0,-1,0,-1,-1,-1,0,0
345,1,1,1,1,0,0,1,0,-1,0,-1,-1,-1,0,0
346,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
347,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
348,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
349,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
350,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
351,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
352,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
353,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
354,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
355,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
356,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
357,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
358,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
359,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
360,1,1,1,1,0,1,0,0,-1,0,-1,-1,-1,0,0
361,1,1,1,1,0,1,0,0,-1,0,-1,-1,-1,0,0
362,1,1,1,1,0,1,0,0,-1,0,-1,-1,-1,0,0
363,1,1,1,1,0,1,0,0,-1,0,-1,-1,-1,0,0
364,1,1,1,1,0,1,0,0,-1,0,-1,-1,-1,0,0
365,1,1,1,1,0,0,1,0,-1,0,-1,-1,-1,0,0
366,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
367,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
368,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
369,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
370,1,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,1
371,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
372,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
373,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
374,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
375,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
376,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
377,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
378,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,0,1
379,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
380,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
381,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
382,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
383,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
384,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
385,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
386,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
387,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
388,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
389,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
390,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
391,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
392,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
393,0,1,1,1,1,1,0,-1,-1,0,0,-1,-1,0,0
394,0,1,1,1,1,1,0,-1,-1,0,0,-1,-1,0,0
395,0,1,1,1,1,1,0,-1,-1,0,0,-1,-1,0,0
396,0,1,1,1,1,1,0,-1,-1,0,0,-1,-1,0,0
397,0,1,1,1,1,1,0,-1,-1,0,0,-1,-1,0,0
398,0,1,1,1,1,1,0,-1,-1,0,0,-1,-1,0,0
399,0,1,1,1,1,1,0,0,-1,-1,0,-1,-1,0,0
400,0,1,1,1,1,1,0,-1,-1,-1,0,0,-1,0,0
401,0,1,1,1,1,1,0,-1,-1,-1,0,0,-1,0,0
402,0,1,1,1,1,1,0,-1,-1,-1,0,0,-1,0,0
403,0,1,1,1,1,1,0,-1,-1,-1,0,0,-1,0,0
404,-1,1,1,1,1,1,0,-1,-1,-1,0,0,0,0,0
405,-1,1,1,1,1,1,0,-1,-1,-1,0,0,0,0,0
406,-1,1,1,1,1,1,0,0,-1,-1,0,0,0,-1,0
407,-1,1,1,1,1,1,0,0,-1,-1,0,0,0,-1,0
408,-1,0,1,1,1,1,1,0,-1,-1,0,0,0,-1,0
409,-1,0,1,1,1,1,1,0,-1,-1,0,0,0,-1,0
410,-1,0,1,1,1,1,1,0,-1,-1,0,0,0,-1,0
411,-1,0,1,1,1,1,1,0,-1,-1,0,0,0,-1,0
412,-1,0,1,1,1,1,1,0,-1,-1,0,0,0,-1,0
413,-1,0,1,1,1,1,1,0,-1,-1,0,0,0,-1,0
414,-1,0,1,1,1,0,1,0,-1,-1,0,1,0,-1,0
415,-1,0,1,1,1,0,1,0,-1,-1,0,1,0,-1,0
416,-1,0,1,1,1,0,1,0,-1,-1,0,1,0,-1,0
417,-1,0,1,1,1,0,1,0,-1,-1,0,1,0,-1,0
418,-1,0,0,1,1,0,1,0,-1,-1,0,1,1,-1,0
419,-1,0,0,1,1,0,1,0,-1,-1,0,1,1,-1,0
420,-1,0,0,1,1,0,1,0,-1,-1,0,1,1,-1,0
421,-1,0,0,1,1,0,1,0,-1,-1,0,1,1,-1,0
422,-1,0,0,1,1,0,0,0,-1,-1,1,1,1,-1,0
423,0,-1,0,1,1,0,0,0,-1,-1,1,1,1,-1,0
424,0,-1,0,1,1,0,0,0,-1,-1,1,1,1,-1,0
425,0,-1,0,1,1,0,0,0,-1,-1,1,1,1,-1,0
426,0,-1,0,1,1,0,0,0,-1,-1,1,1,1,-1,0
427,0,-1,0,1,1,0,0,0,-1,-1,1,1,1,-1,0
428,0,-1,0,1,1,0,0,0,-1,-1,1,1,1,-1,0
429,0,0,0,1,1,-1,0,0,-1,-1,1,1,1,-1,0
430,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
431,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
432,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
433,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
434,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
435,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
436,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
437,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
438,0,0,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0
439,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
440,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
441,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
442,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
443,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
444,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
445,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
446,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
447,0,0,0,0,1,-1,-1,0,-1,-1,1,1,1,0,1
448,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
449,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
450,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
451,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
452,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
453,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
454,-1,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1
455,-1,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1
456,-1,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1
457,-1,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1
458,-1,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1
459,-1,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1
460,-1,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1
461,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
462,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,0,1
463,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
464,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
465,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
466,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
467,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
468,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
469,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
470,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
471,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
472,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
473,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
474,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
475,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
476,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
477,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
478,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
479,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
480,-1,0,0,0,1,0,-1,0,-1,-1,1,1,1,1,0
481,-1,0,0,1,1,0,-1,0,-1,-1,1,1,0,1,0
482,-1,0,0,1,1,0,-1,0,-1,-1,1,1,0,1,0
483,-1,0,0,1,1,0,-1,0,-1,-1,1,1,0,1,0
484,-1,0,0,0,1,0,-1,0,-1,-1,1,1,0,1,1
485,-1,0,0,1,1,0,-1,0,-1,-1,1,1,0,1,0
486,-1,0,0,1,1,0,-1,0,-1,-1,1,1,0,1,0
487,-1,0,0,1,1,0,-1,0,-1,-1,1,1,0,1,0
488,-1,0,0,1,1,0,-1,0,-1,-1,1,1,0,1,0
489,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
490,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
491,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
492,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
493,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
494,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
495,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
496,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
497,-1,-1,0,1,1,0,0,0,-1,-1,1,1,0,1,0
498,-1,-1,0,0,1,0,0,1,-1,-1,1,1,0,1,0
499,-1,-1,0,0,1,0,0,1,-1,-1,1,1,0,1,0
500,-1,-1,-1,0,1,0,0,1,0,-1,1,1,0,1,0
501,-1,-1,-1,0,1,0,0,1,0,-1,1,1,0,1,0
502,-1,-1,-1,0,1,0,0,1,0,-1,1,1,0,1,0
503,-1,-1,-1,0,1,0,0,1,0,-1,1,1,0,1,0
504,-1,-1,-1,0,1,0,0,1,0,-1,1,1,0,1,0
505,-1,-1,-1,0,1,0,0,1,0,-1,1,1,0,1,0
506,-1,-1,-1,0,1,0,0,1,0,0,1,1,0,1,-1
507,-1,-1,-1,0,1,0,0,1,0,0,1,1,0,1,-1
508,-1,-1,-1,0,1,0,0,1,0,0,1,1,0,1,-1
509,-1,-1,-1,0,1,0,0,1,0,0,1,1,0,1,-1
510,-1,-1,-1,0,1,0,0,1,0,0,1,1,0,1,-1
511,-1,-1,-1,0,1,0,0,1,0,0,1,1,0,1,-1
512,-1,-1,-1,0,1,0,0,1,0,0,1,1,0,1,-1
513,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
514,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
515,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
516,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
517,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
518,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
519,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
520,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
521,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,1,-1
522,-1,-1,-1,0,1,0,0,1,1,1,1,0,0,0,-1
523,-1,-1,-1,0,1,0,0,1,1,1,1,0,0,0,-1
524,-1,-1,-1,0,1,0,0,1,1,1,1,0,0,0,-1
525,-1,-1,-1,0,1,0,0,1,1,1,1,0,0,0,-1
526,-1,-1,-1,0,0,1,0,1,1,1,1,0,0,0,-1
527,-1,-1,-1,0,0,1,0,1,1,1,1,0,0,0,-1
528,-1,-1,-1,0,0,1,0,1,1,1,1,0,0,0,-1
529,-1,-1,-1,0,0,1,0,1,1,1,1,0,0,0,-1
530,-1,-1,-1,0,0,1,0,1,1,1,1,0,0,0,-1
531,-1,-1,-1,0,0,1,0,1,1,1,1,0,0,0,-1
532,-1,0,-1,0,0,1,0,1,1,1,1,0,-1,0,-1
533,-1,0,-1,0,0,1,0,1,1,1,1,0,-1,0,-1
534,-1,0,-1,0,0,1,0,1,1,1,1,0,-1,0,-1
535,-1,0,-1,0,0,1,0,1,1,1,1,0,-1,0,-1
536,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
537,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
538,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
539,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
540,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
541,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
542,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
543,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
544,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
545,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,-1
546,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
547,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
548,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
549,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
550,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
551,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
552,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
553,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
554,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
555,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,0,-1
556,-1,0,0,0,1,0,0,1,1,1,1,-1,-1,0,-1
557,-1,0,0,0,1,0,0,1,1,1,1,-1,-1,0,-1
558,-1,0,0,0,1,0,0,1,1,1,1,0,-1,-1,-1
559,-1,0,0,0,1,0,0,1,1,1,1,0,-1,-1,-1
560,-1,1,0,0,1,0,0,0,1,1,1,0,-1,-1,-1
561,-1,1,0,0,1,0,0,0,1,1,1,0,-1,-1,-1
562,-1,1,0,0,1,0,0,0,1,1,1,0,-1,-1,-1
563,-1,1,0,0,1,0,0,0,1,1,1,0,-1,-1,-1
564,-1,1,0,0,1,0,0,0,1,1,1,0,-1,-1,-1
565,-1,1,0,0,1,0,0,0,1,1,1,0,-1,-1,-1
566,0,1,0,0,1,0,0,0,1,1,1,-1,-1,-1,-1
567,0,1,0,0,1,0,0,0,1,1,1,-1,-1,-1,-1
568,0,1,0,0,1,0,0,0,1,1,1,-1,-1,-1,-1
569,1,1,0,0,1,0,0,0,1,0,1,-1,-1,-1,-1
570,1,1,0,0,1,0,0,0,1,0,1,-1,-1,-1,-1
571,1,1,0,0,1,0,0,0,1,0,1,-1,-1,-1,-1
572,1,1,0,0,1,0,0,0,1,0,1,-1,-1,-1,-1
573,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
574,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
575,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
576,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
577,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
578,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
579,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
580,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
581,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
582,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
583,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
584,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
585,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
586,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
587,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
588,1,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,-1
589,1,0,1,0,0,0,0,0,1,1,1,-1,-1,-1,-1
590,1,0,1,0,0,0,0,0,1,1,1,-1,-1,-1,-1
591,1,0,1,0,0,0,0,0,1,1,1,-1,-1,-1,-1
592,1,0,1,0,0,0,0,0,1,1,1,-1,-1,-1,-1
593,1,0,1,0,0,0,0,0,1,1,1,-1,-1,-1,-1
594,1,0,0,0,1,0,0,0,1,1,1,-1,-1,-1,-1
595,0,0,1,0,1,0,0,0,1,1,1,-1,-1,-1,-1
596,0,0,1,0,1,0,0,0,1,1,1,-1,-1,-1,-1
597,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
598,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
599,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
600,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
601,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
602,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
603,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
604,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1
605,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,0
606,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,0
607,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,0
608,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,0
609,-1,0,0,0,1,1,0,0,1,1,1,-1,0,-1,-1
610,-1,0,0,0,1,1,0,1,1,1,0,-1,0,-1,-1
611,-1,0,0,0,1,1,0,1,1,1,0,-1,0,-1,-1
612,-1,0,0,0,1,1,0,1,1,1,0,-1,0,-1,-1
613,-1,0,0,0,1,1,0,1,1,1,0,-1,0,-1,-1
614,-1,0,0,0,1,1,0,1,1,1,0,-1,0,-1,-1
615,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
616,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
617,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
618,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
619,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
620,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
621,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
622,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
623,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
624,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
625,-1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,-1
626,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
627,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
628,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
629,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
630,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
631,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
632,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
633,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
