Date,SPGCCLP Index,SPGCHUP Index,SPGCNGP Index,SPGCGOP Index,SPGCHOP Index,SPGCGCP Index,SPGCSIP Index,SPGCCNP Index,SPGCWHP Index,SPGCKCP Index,SPGCSBP Index,SPGCILP Index,SPGCIKP Index,SPGCIAP Index,SPGCICP Index,SPGCIZP Index
3/20/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/27/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/28/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/4/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/8/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/9/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/2/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/3/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/22/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/23/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/5/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/6/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/7/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/7/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/8/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/9/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/10/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/13/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/14/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/15/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/16/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/17/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/20/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/21/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/22/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/23/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/24/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/27/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/28/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/29/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/30/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
1/31/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
2/3/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
2/4/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
2/5/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
2/6/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
2/7/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
2/10/1992,0,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,-1
2/11/1992,0,0,0,0,1,0,0,-1,-1,1,0,0,0,1,0,-1
2/12/1992,0,0,0,0,1,0,0,-1,-1,1,0,0,0,1,0,-1
2/13/1992,0,0,0,0,1,0,0,-1,-1,1,0,0,0,1,0,-1
2/14/1992,0,0,0,0,1,0,0,-1,-1,1,0,0,0,1,0,-1
2/18/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/19/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/20/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/21/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/24/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/25/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/26/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/27/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
2/28/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/2/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/3/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/4/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/5/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/6/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/9/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/10/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/11/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/12/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,0
3/13/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/16/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/17/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/18/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/19/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/20/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/23/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/24/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/25/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
3/26/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
3/27/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
3/30/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
3/31/1992,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1
4/1/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
4/2/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
4/3/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
4/6/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
4/7/1992,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,-1
4/8/1992,1,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0,-1
4/9/1992,1,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0,-1
4/10/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/13/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/14/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/15/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/16/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/20/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/21/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/22/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/23/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/24/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/27/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/28/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/29/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
4/30/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/1/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/4/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/5/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/6/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/7/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/8/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/11/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/12/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/13/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
5/14/1992,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1
